Order_ID,Order_Date,Ship_Date,Category,Product,Quantity,Unit_Price,Discount_Pct,Gross_Sales,Discount_Amount,Net_Sales,Profit,State,Channel,Payment_Method,Order_Status,Customer_Segment
AMZ-2024-01104,2024-12-16,2024-12-20,Clothing,Men's T-Shirt,3,1656.15,30,4968.45,1490.54,3477.91,552.2,Tamil Nadu,Amazon Prime,EMI,Delivered,Prime Member
AMZ-2024-01105,2024-07-17,2024-07-19,Electronics,Webcam HD,1,2937.0,15,2937.0,440.55,2496.45,873.74,Maharashtra,Amazon.in,UPI,Cancelled,Prime Member
AMZ-2024-01106,2024-11-26,2024-11-29,Books,Python Programming,4,770.86,25,3083.44,770.86,2312.58,580.53,Madhya Pradesh,Amazon Global,Debit Card,Delivered,Prime Member
AMZ-2024-01107,2024-07-11,2024-07-16,Sports,Resistance Bands,1,1492.51,0,1492.51,0.0,1492.51,315.84,Kerala,Amazon Global,Debit Card,Cancelled,B2B
AMZ-2024-01108,2024-03-18,2024-03-20,Toys,Puzzle 1000pc,2,605.41,0,1210.82,0.0,1210.82,329.56,Punjab,Amazon Business,Cash on Delivery,Delivered,Prime Member
AMZ-2024-01109,2024-07-02,2024-07-04,Sports,Yoga Mat,2,3143.81,15,6287.62,943.14,5344.48,838.28,West Bengal,Amazon Global,Credit Card,Shipped,B2B
AMZ-2024-01110,2024-02-05,2024-02-07,Grocery,Organic Honey,1,593.06,25,593.06,148.26,444.8,91.04,Andhra Pradesh,Amazon Global,Debit Card,Delivered,B2B
AMZ-2024-01111,2024-01-16,2024-01-17,Toys,LEGO Set,1,580.13,5,580.13,29.01,551.12,118.25,Madhya Pradesh,Amazon Business,Credit Card,Delivered,Prime Member
AMZ-2024-01112,2024-05-12,2024-05-15,Toys,LEGO Set,3,1916.94,10,5750.82,575.08,5175.74,807.92,West Bengal,Amazon.in,Debit Card,Delivered,B2C
AMZ-2024-01113,2024-04-14,2024-04-17,Grocery,Green Tea,2,548.3,25,1096.6,274.15,822.45,246.44,Uttar Pradesh,Amazon Business,Debit Card,Shipped,B2B
AMZ-2024-01114,2024-01-02,2024-01-07,Toys,LEGO Set,4,2116.31,5,8465.24,423.26,8041.98,1596.82,West Bengal,Amazon Prime,EMI,Delivered,B2B
AMZ-2024-01115,2024-11-15,2024-11-18,Toys,Remote Car,2,1499.71,30,2999.42,899.83,2099.59,351.45,Uttar Pradesh,Amazon Prime,UPI,Delivered,Prime Member
AMZ-2024-01116,2024-05-19,2024-05-21,Electronics,USB-C Hub,3,566.7,5,1700.1,85.0,1615.1,256.52,Gujarat,Amazon.in,Debit Card,Delivered,Prime Member
AMZ-2024-01117,2024-03-29,2024-03-30,Toys,Action Figure,2,1951.66,10,3903.32,390.33,3512.99,856.14,West Bengal,Amazon Global,Debit Card,Delivered,B2C
AMZ-2024-01118,2024-10-27,2024-10-30,Clothing,Cotton Saree,5,631.46,5,3157.3,157.87,2999.43,552.92,Telangana,Amazon Business,EMI,Delivered,Prime Member
AMZ-2024-01119,2024-07-08,2024-07-11,Sports,Running Shoes,4,406.6,5,1626.4,81.32,1545.08,189.7,Tamil Nadu,Amazon Global,UPI,Delivered,B2C
AMZ-2024-01120,2024-07-16,2024-07-17,Electronics,Smart Watch,4,728.31,25,2913.24,728.31,2184.93,694.97,Maharashtra,Amazon Business,Credit Card,Delivered,Prime Member
AMZ-2024-01121,2024-08-31,2024-09-01,Books,Data Science Handbook,5,746.45,5,3732.25,186.61,3545.64,618.55,Tamil Nadu,Amazon.in,EMI,Delivered,Prime Member
AMZ-2024-01122,2024-11-11,2024-11-12,Clothing,Winter Jacket,4,1242.12,10,4968.48,496.85,4471.63,1211.52,Madhya Pradesh,Amazon Global,UPI,Cancelled,Prime Member
AMZ-2024-01123,2024-03-26,2024-03-31,Grocery,Quinoa Pack,3,248.08,0,744.24,0.0,744.24,78.64,Telangana,Amazon Prime,Cash on Delivery,Delivered,B2B
AMZ-2024-01124,2024-03-20,2024-03-22,Home & Kitchen,Water Purifier,4,2049.86,30,8199.44,2459.83,5739.61,1457.24,Tamil Nadu,Amazon Prime,Debit Card,Delivered,B2B
AMZ-2024-01125,2024-12-10,2024-12-15,Clothing,Winter Jacket,2,1722.75,10,3445.5,344.55,3100.95,734.17,Rajasthan,Amazon Global,Net Banking,Delivered,B2C
AMZ-2024-01126,2024-07-15,2024-07-20,Home & Kitchen,Vacuum Cleaner,3,5708.78,15,17126.34,2568.95,14557.39,3585.05,Punjab,Amazon Prime,Cash on Delivery,Returned,B2B
AMZ-2024-01127,2024-03-13,2024-03-14,Sports,Cycling Gloves,4,1725.33,10,6901.32,690.13,6211.19,1703.39,Rajasthan,Amazon.in,EMI,Delivered,B2B
AMZ-2024-01128,2024-03-21,2024-03-24,Sports,Resistance Bands,4,495.23,10,1980.92,198.09,1782.83,576.21,Haryana,Amazon Business,EMI,Delivered,Prime Member
AMZ-2024-01129,2024-01-08,2024-01-11,Books,Self Help Guide,2,331.23,30,662.46,198.74,463.72,55.02,Haryana,Amazon Business,UPI,Delivered,B2C
AMZ-2024-01130,2024-11-10,2024-11-13,Beauty,Face Serum,4,541.58,25,2166.32,541.58,1624.74,514.94,Tamil Nadu,Amazon Global,Cash on Delivery,Delivered,B2C
AMZ-2024-01131,2024-03-03,2024-03-06,Electronics,Mechanical Keyboard,1,4189.83,20,4189.83,837.97,3351.86,994.86,Uttar Pradesh,Amazon Business,Cash on Delivery,Returned,B2B
AMZ-2024-01132,2024-07-04,2024-07-07,Clothing,Women's Kurti,5,1838.92,20,9194.6,1838.92,7355.68,916.63,Karnataka,Amazon Prime,EMI,Delivered,Prime Member
AMZ-2024-01133,2024-03-13,2024-03-14,Grocery,Mixed Nuts,2,351.17,30,702.34,210.7,491.64,106.02,Rajasthan,Amazon.in,Net Banking,Delivered,B2C
AMZ-2024-01134,2024-02-01,2024-02-03,Grocery,Mixed Nuts,1,776.37,15,776.37,116.46,659.91,175.63,Delhi,Amazon Prime,Debit Card,Cancelled,B2C
AMZ-2024-01135,2024-07-20,2024-07-25,Electronics,Bluetooth Speaker,4,1833.28,5,7333.12,366.66,6966.46,1275.44,West Bengal,Amazon Business,Net Banking,Delivered,Prime Member
AMZ-2024-01136,2024-06-22,2024-06-24,Sports,Yoga Mat,4,1537.33,30,6149.32,1844.8,4304.52,1190.64,Madhya Pradesh,Amazon Prime,Net Banking,Delivered,Prime Member
AMZ-2024-01137,2024-09-24,2024-09-28,Home & Kitchen,Non-Stick Pan,5,3358.92,30,16794.6,5038.38,11756.22,1949.32,Kerala,Amazon Business,Credit Card,Delivered,Prime Member
AMZ-2024-01138,2024-06-16,2024-06-21,Beauty,Hair Dryer,2,1191.2,25,2382.4,595.6,1786.8,216.12,Haryana,Amazon Prime,Net Banking,Cancelled,B2C
AMZ-2024-01139,2024-12-26,2024-12-27,Beauty,Sunscreen SPF50,3,1108.42,30,3325.26,997.58,2327.68,277.56,Tamil Nadu,Amazon Global,Credit Card,Delivered,B2B
AMZ-2024-01140,2024-07-08,2024-07-12,Books,Financial Freedom,2,304.64,30,609.28,182.78,426.5,92.21,West Bengal,Amazon.in,Net Banking,Delivered,B2B
AMZ-2024-01141,2024-08-05,2024-08-10,Home & Kitchen,Air Fryer,3,2979.47,5,8938.41,446.92,8491.49,2844.64,Maharashtra,Amazon Business,Cash on Delivery,Delivered,B2C
AMZ-2024-01142,2024-02-01,2024-02-05,Electronics,Bluetooth Speaker,4,4976.06,15,19904.24,2985.64,16918.6,5197.5,Telangana,Amazon.in,UPI,Delivered,B2B
AMZ-2024-01143,2024-08-22,2024-08-24,Electronics,USB-C Hub,1,2299.28,5,2299.28,114.96,2184.32,319.32,Gujarat,Amazon Global,Net Banking,Shipped,B2C
AMZ-2024-01144,2024-05-13,2024-05-14,Grocery,Mixed Nuts,5,766.29,30,3831.45,1149.43,2682.02,891.52,Karnataka,Amazon Global,Cash on Delivery,Returned,B2C
AMZ-2024-01145,2024-11-29,2024-11-30,Books,Self Help Guide,2,494.95,15,989.9,148.49,841.41,130.88,Gujarat,Amazon Prime,UPI,Delivered,B2B
AMZ-2024-01146,2024-10-27,2024-10-30,Toys,Puzzle 1000pc,4,750.9,20,3003.6,600.72,2402.88,690.18,Maharashtra,Amazon Prime,EMI,Delivered,Prime Member
AMZ-2024-01147,2024-03-28,2024-04-02,Toys,Board Game,1,1499.41,0,1499.41,0.0,1499.41,361.75,Maharashtra,Amazon Business,Credit Card,Delivered,B2B
AMZ-2024-01148,2024-03-26,2024-03-28,Sports,Resistance Bands,5,1058.29,5,5291.45,264.57,5026.88,720.49,Rajasthan,Amazon.in,UPI,Delivered,B2B
AMZ-2024-01149,2024-10-10,2024-10-15,Beauty,Hair Dryer,1,1118.18,15,1118.18,167.73,950.45,233.07,Gujarat,Amazon Business,Cash on Delivery,Shipped,B2C
AMZ-2024-01150,2024-04-28,2024-04-29,Books,Python Programming,3,455.05,20,1365.15,273.03,1092.12,382.19,Karnataka,Amazon Global,Debit Card,Delivered,B2C
AMZ-2024-01151,2024-02-08,2024-02-12,Electronics,Power Bank,3,3880.11,15,11640.33,1746.05,9894.28,1982.54,Uttar Pradesh,Amazon Global,Cash on Delivery,Returned,B2B
AMZ-2024-01152,2024-04-02,2024-04-06,Home & Kitchen,Air Fryer,1,6147.57,0,6147.57,0.0,6147.57,1515.31,Uttar Pradesh,Amazon.in,EMI,Shipped,B2C
AMZ-2024-01153,2024-02-22,2024-02-24,Grocery,Protein Powder,2,665.6,15,1331.2,199.68,1131.52,184.4,Madhya Pradesh,Amazon.in,Cash on Delivery,Delivered,B2C
AMZ-2024-01154,2024-02-02,2024-02-05,Grocery,Mixed Nuts,1,153.98,5,153.98,7.7,146.28,40.42,Madhya Pradesh,Amazon Business,Debit Card,Returned,B2C
AMZ-2024-01155,2024-08-24,2024-08-26,Beauty,Face Serum,3,1048.36,15,3145.08,471.76,2673.32,880.41,Gujarat,Amazon Prime,Cash on Delivery,Delivered,B2B
AMZ-2024-01156,2024-01-04,2024-01-07,Sports,Resistance Bands,2,2328.09,0,4656.18,0.0,4656.18,1153.22,Andhra Pradesh,Amazon Prime,Net Banking,Delivered,B2B
AMZ-2024-01157,2024-03-25,2024-03-28,Grocery,Green Tea,5,421.17,20,2105.85,421.17,1684.68,565.53,Uttar Pradesh,Amazon Global,Net Banking,Cancelled,B2C
AMZ-2024-01158,2024-03-29,2024-03-30,Beauty,Moisturizer Cream,3,581.86,5,1745.58,87.28,1658.3,333.54,Madhya Pradesh,Amazon Global,Net Banking,Delivered,B2C
AMZ-2024-01159,2024-06-28,2024-06-29,Home & Kitchen,Non-Stick Pan,3,4679.95,5,14039.85,701.99,13337.86,1945.88,Andhra Pradesh,Amazon.in,Cash on Delivery,Delivered,B2B
AMZ-2024-01160,2024-05-20,2024-05-21,Toys,Remote Car,3,498.41,30,1495.23,448.57,1046.66,147.19,Gujarat,Amazon Business,Cash on Delivery,Delivered,B2C
AMZ-2024-01161,2024-04-09,2024-04-11,Toys,Puzzle 1000pc,2,1052.92,20,2105.84,421.17,1684.67,320.64,Delhi,Amazon Prime,Debit Card,Delivered,B2C
AMZ-2024-01162,2024-02-14,2024-02-19,Books,Self Help Guide,1,346.37,30,346.37,103.91,242.46,52.35,Tamil Nadu,Amazon Prime,UPI,Delivered,B2B
AMZ-2024-01163,2024-07-19,2024-07-22,Electronics,Bluetooth Speaker,4,2685.34,15,10741.36,1611.2,9130.16,2899.53,Tamil Nadu,Amazon Global,UPI,Delivered,Prime Member
AMZ-2024-01164,2024-07-29,2024-07-30,Beauty,Sunscreen SPF50,4,1306.48,30,5225.92,1567.78,3658.14,1176.15,Maharashtra,Amazon Global,Debit Card,Delivered,B2B
AMZ-2024-01165,2024-09-24,2024-09-27,Sports,Resistance Bands,2,715.36,25,1430.72,357.68,1073.04,347.33,Uttar Pradesh,Amazon Prime,UPI,Delivered,Prime Member
AMZ-2024-01166,2024-01-11,2024-01-12,Books,Business Analytics,5,365.47,20,1827.35,365.47,1461.88,347.37,Haryana,Amazon Prime,Cash on Delivery,Shipped,B2C
AMZ-2024-01167,2024-06-20,2024-06-22,Sports,Cricket Bat,2,1188.82,10,2377.64,237.76,2139.88,398.74,Telangana,Amazon Prime,Cash on Delivery,Cancelled,B2B
AMZ-2024-01168,2024-04-11,2024-04-16,Electronics,Bluetooth Speaker,3,4432.66,25,13297.98,3324.49,9973.49,2163.28,West Bengal,Amazon Global,UPI,Delivered,B2C
AMZ-2024-01169,2024-01-09,2024-01-10,Beauty,Sunscreen SPF50,5,272.35,30,1361.75,408.52,953.23,235.92,Kerala,Amazon Business,Net Banking,Delivered,B2B
AMZ-2024-01170,2024-07-21,2024-07-25,Toys,LEGO Set,3,2293.36,5,6880.08,344.0,6536.08,1400.41,Delhi,Amazon Prime,EMI,Returned,B2B
AMZ-2024-01171,2024-02-14,2024-02-19,Sports,Cycling Gloves,4,3261.54,10,13046.16,1304.62,11741.54,3763.95,Rajasthan,Amazon.in,UPI,Delivered,B2B
AMZ-2024-01172,2024-07-05,2024-07-09,Grocery,Mixed Nuts,5,445.55,10,2227.75,222.78,2004.97,689.86,Andhra Pradesh,Amazon Prime,UPI,Returned,B2C
AMZ-2024-01173,2024-03-02,2024-03-07,Books,Python Programming,4,325.76,15,1303.04,195.46,1107.58,241.18,Karnataka,Amazon Business,EMI,Delivered,B2B
AMZ-2024-01174,2024-11-02,2024-11-03,Toys,Puzzle 1000pc,5,1247.0,30,6235.0,1870.5,4364.5,795.97,West Bengal,Amazon Prime,Credit Card,Delivered,B2C
AMZ-2024-01175,2024-01-12,2024-01-15,Sports,Cricket Bat,2,1865.97,25,3731.94,932.99,2798.95,505.67,Kerala,Amazon Business,Credit Card,Delivered,Prime Member
AMZ-2024-01176,2024-02-01,2024-02-02,Grocery,Organic Honey,3,125.77,15,377.31,56.6,320.71,48.58,West Bengal,Amazon Business,Cash on Delivery,Delivered,B2B
AMZ-2024-01177,2024-12-25,2024-12-28,Books,Self Help Guide,5,247.06,20,1235.3,247.06,988.24,136.85,Andhra Pradesh,Amazon Business,Credit Card,Delivered,B2C
AMZ-2024-01178,2024-12-06,2024-12-08,Grocery,Organic Honey,5,724.91,20,3624.55,724.91,2899.64,787.95,Delhi,Amazon Business,Debit Card,Cancelled,Prime Member
AMZ-2024-01179,2024-01-02,2024-01-05,Electronics,Smart Watch,3,2113.57,20,6340.71,1268.14,5072.57,1064.21,Gujarat,Amazon Business,Debit Card,Shipped,Prime Member
AMZ-2024-01180,2024-01-03,2024-01-07,Sports,Cricket Bat,2,2938.38,15,5876.76,881.51,4995.25,1126.43,Punjab,Amazon Prime,EMI,Cancelled,Prime Member
AMZ-2024-01181,2024-12-02,2024-12-04,Books,Data Science Handbook,3,654.17,30,1962.51,588.75,1373.76,336.89,Haryana,Amazon.in,Debit Card,Delivered,B2C
AMZ-2024-01182,2024-09-22,2024-09-23,Grocery,Organic Honey,1,126.98,25,126.98,31.75,95.23,22.37,Uttar Pradesh,Amazon Business,Net Banking,Delivered,Prime Member
AMZ-2024-01183,2024-09-21,2024-09-26,Home & Kitchen,Bedsheet Set,4,5529.52,0,22118.08,0.0,22118.08,4742.36,Punjab,Amazon Global,Cash on Delivery,Delivered,Prime Member
AMZ-2024-01184,2024-07-26,2024-07-30,Grocery,Protein Powder,1,871.72,5,871.72,43.59,828.13,248.4,Karnataka,Amazon.in,Cash on Delivery,Delivered,Prime Member
AMZ-2024-01185,2024-04-21,2024-04-24,Home & Kitchen,Water Purifier,1,962.64,10,962.64,96.26,866.38,147.42,Andhra Pradesh,Amazon Prime,EMI,Delivered,Prime Member
AMZ-2024-01186,2024-12-02,2024-12-05,Sports,Dumbbells Set,5,383.5,5,1917.5,95.88,1821.62,317.99,Tamil Nadu,Amazon Prime,Cash on Delivery,Delivered,Prime Member
AMZ-2024-01187,2024-11-28,2024-12-02,Clothing,Women's Kurti,2,721.69,5,1443.38,72.17,1371.21,346.25,Maharashtra,Amazon Business,Debit Card,Shipped,B2B
AMZ-2024-01188,2024-05-22,2024-05-23,Beauty,Sunscreen SPF50,3,255.86,10,767.58,76.76,690.82,203.6,Tamil Nadu,Amazon Prime,EMI,Cancelled,Prime Member
AMZ-2024-01189,2024-04-28,2024-05-02,Home & Kitchen,Air Fryer,3,6986.7,5,20960.1,1048.01,19912.09,6773.75,Maharashtra,Amazon Prime,Net Banking,Delivered,Prime Member
AMZ-2024-01190,2024-05-11,2024-05-13,Toys,Board Game,5,1765.47,25,8827.35,2206.84,6620.51,745.63,Kerala,Amazon Prime,Credit Card,Delivered,B2B
AMZ-2024-01191,2024-11-03,2024-11-05,Home & Kitchen,Air Fryer,4,3502.71,20,14010.84,2802.17,11208.67,3667.14,Kerala,Amazon Business,Credit Card,Returned,Prime Member
AMZ-2024-01192,2024-09-24,2024-09-27,Grocery,Green Tea,5,321.35,20,1606.75,321.35,1285.4,184.03,Kerala,Amazon Business,UPI,Returned,B2C
AMZ-2024-01193,2024-03-16,2024-03-21,Books,Self Help Guide,1,201.65,15,201.65,30.25,171.4,56.99,Madhya Pradesh,Amazon.in,Debit Card,Shipped,B2C
AMZ-2024-01194,2024-10-29,2024-11-03,Sports,Cricket Bat,5,2159.97,15,10799.85,1619.98,9179.87,1221.83,Telangana,Amazon Prime,EMI,Returned,Prime Member
AMZ-2024-01195,2024-06-21,2024-06-23,Toys,Board Game,2,1859.73,20,3719.46,743.89,2975.57,433.43,Maharashtra,Amazon Prime,Net Banking,Delivered,Prime Member
AMZ-2024-01196,2024-07-08,2024-07-12,Clothing,Winter Jacket,3,1353.75,30,4061.25,1218.38,2842.87,308.42,Telangana,Amazon Business,UPI,Delivered,B2B
AMZ-2024-01197,2024-05-28,2024-05-29,Beauty,Sunscreen SPF50,1,1469.53,25,1469.53,367.38,1102.15,287.1,Gujarat,Amazon Business,Debit Card,Delivered,B2B
AMZ-2024-01198,2024-11-24,2024-11-26,Clothing,Cotton Saree,2,1938.42,15,3876.84,581.53,3295.31,738.04,Delhi,Amazon Prime,Debit Card,Delivered,B2C
AMZ-2024-01199,2024-09-04,2024-09-06,Toys,LEGO Set,5,1583.42,20,7917.1,1583.42,6333.68,947.32,Tamil Nadu,Amazon Prime,UPI,Shipped,B2B
AMZ-2024-01200,2024-07-31,2024-08-02,Home & Kitchen,Water Purifier,3,6017.42,25,18052.26,4513.07,13539.19,4599.16,Andhra Pradesh,Amazon Business,Debit Card,Delivered,B2C
AMZ-2024-01201,2024-12-21,2024-12-23,Grocery,Green Tea,3,802.12,10,2406.36,240.64,2165.72,265.21,Punjab,Amazon Business,Cash on Delivery,Returned,B2C
AMZ-2024-01202,2024-02-18,2024-02-21,Sports,Dumbbells Set,4,2852.58,0,11410.32,0.0,11410.32,3220.33,Haryana,Amazon Prime,Debit Card,Cancelled,Prime Member
AMZ-2024-01203,2024-06-08,2024-06-11,Toys,Board Game,2,926.12,30,1852.24,555.67,1296.57,389.35,Gujarat,Amazon.in,Cash on Delivery,Cancelled,B2C
AMZ-2024-01204,2024-09-20,2024-09-23,Books,Self Help Guide,5,607.58,25,3037.9,759.48,2278.42,250.57,Haryana,Amazon Prime,EMI,Cancelled,Prime Member
AMZ-2024-01205,2024-04-14,2024-04-16,Electronics,Power Bank,5,2931.18,25,14655.9,3663.97,10991.93,2748.84,Rajasthan,Amazon Prime,Credit Card,Shipped,B2C
AMZ-2024-01206,2024-10-12,2024-10-16,Books,Self Help Guide,4,503.34,25,2013.36,503.34,1510.02,515.28,Maharashtra,Amazon Business,UPI,Delivered,Prime Member
AMZ-2024-01207,2024-10-14,2024-10-15,Clothing,Winter Jacket,3,433.06,10,1299.18,129.92,1169.26,278.74,Rajasthan,Amazon Business,Net Banking,Shipped,B2C
AMZ-2024-01208,2024-08-31,2024-09-04,Clothing,Men's T-Shirt,5,353.99,15,1769.95,265.49,1504.46,405.5,Gujarat,Amazon Global,EMI,Cancelled,B2B
AMZ-2024-01209,2024-10-20,2024-10-23,Grocery,Organic Honey,5,450.36,0,2251.8,0.0,2251.8,688.42,Madhya Pradesh,Amazon Business,Cash on Delivery,Cancelled,B2B
AMZ-2024-01210,2024-02-07,2024-02-12,Grocery,Green Tea,4,977.6,5,3910.4,195.52,3714.88,1067.14,Gujarat,Amazon.in,Credit Card,Returned,B2B
AMZ-2024-01211,2024-01-23,2024-01-25,Grocery,Organic Honey,2,313.84,30,627.68,188.3,439.38,44.86,Madhya Pradesh,Amazon.in,EMI,Delivered,B2B
AMZ-2024-01212,2024-05-14,2024-05-17,Electronics,Smart Watch,1,4367.11,5,4367.11,218.36,4148.75,439.05,Karnataka,Amazon Business,Net Banking,Returned,Prime Member
AMZ-2024-01213,2024-08-25,2024-08-28,Grocery,Quinoa Pack,3,486.34,5,1459.02,72.95,1386.07,437.67,Haryana,Amazon Prime,Debit Card,Returned,B2B
AMZ-2024-01214,2024-01-09,2024-01-14,Sports,Cricket Bat,5,2254.67,0,11273.35,0.0,11273.35,1477.81,Delhi,Amazon Prime,Debit Card,Returned,Prime Member
AMZ-2024-01215,2024-12-24,2024-12-28,Books,Business Analytics,3,719.17,15,2157.51,323.63,1833.88,207.38,West Bengal,Amazon.in,Credit Card,Delivered,B2C
AMZ-2024-01216,2024-02-02,2024-02-05,Toys,Remote Car,3,2282.95,5,6848.85,342.44,6506.41,970.66,Telangana,Amazon Global,UPI,Delivered,B2B
AMZ-2024-01217,2024-07-10,2024-07-12,Books,Data Science Handbook,1,253.1,15,253.1,37.97,215.13,52.28,Karnataka,Amazon Global,Debit Card,Delivered,B2C
AMZ-2024-01218,2024-08-27,2024-09-01,Books,Self Help Guide,3,424.23,10,1272.69,127.27,1145.42,313.39,Maharashtra,Amazon Global,EMI,Delivered,B2C
AMZ-2024-01219,2024-10-10,2024-10-12,Clothing,Denim Jeans,5,1202.58,15,6012.9,901.93,5110.97,1642.12,Tamil Nadu,Amazon Global,EMI,Delivered,B2B
AMZ-2024-01220,2024-10-04,2024-10-07,Grocery,Green Tea,5,861.81,30,4309.05,1292.71,3016.34,852.9,Tamil Nadu,Amazon.in,EMI,Delivered,Prime Member
AMZ-2024-01221,2024-04-17,2024-04-22,Home & Kitchen,Electric Kettle,1,2147.13,30,2147.13,644.14,1502.99,406.79,Haryana,Amazon Prime,Debit Card,Cancelled,B2C
AMZ-2024-01222,2024-05-12,2024-05-14,Home & Kitchen,Water Purifier,5,5482.75,20,27413.75,5482.75,21931.0,5771.91,Uttar Pradesh,Amazon Prime,Credit Card,Delivered,B2C
AMZ-2024-01223,2024-09-21,2024-09-24,Beauty,Sunscreen SPF50,1,149.18,30,149.18,44.75,104.43,31.29,Gujarat,Amazon Business,Credit Card,Cancelled,B2B
AMZ-2024-01224,2024-07-18,2024-07-19,Clothing,Winter Jacket,5,1811.08,25,9055.4,2263.85,6791.55,1260.0,Uttar Pradesh,Amazon Global,Net Banking,Delivered,B2C
AMZ-2024-01225,2024-03-18,2024-03-20,Books,Data Science Handbook,1,789.81,25,789.81,197.45,592.36,166.56,Uttar Pradesh,Amazon Prime,Net Banking,Delivered,B2C
AMZ-2024-01226,2024-10-12,2024-10-15,Books,Data Science Handbook,4,771.96,15,3087.84,463.18,2624.66,264.73,Maharashtra,Amazon Business,Net Banking,Delivered,B2B
AMZ-2024-01227,2024-09-10,2024-09-13,Beauty,Sunscreen SPF50,5,1013.42,0,5067.1,0.0,5067.1,674.27,Maharashtra,Amazon Prime,Net Banking,Returned,Prime Member
AMZ-2024-01228,2024-09-17,2024-09-20,Home & Kitchen,Dinner Set,4,6525.42,15,26101.68,3915.25,22186.43,3277.55,Punjab,Amazon Prime,Debit Card,Delivered,Prime Member
AMZ-2024-01229,2024-10-21,2024-10-26,Clothing,Formal Trousers,5,834.6,20,4173.0,834.6,3338.4,900.86,Madhya Pradesh,Amazon Global,Cash on Delivery,Delivered,B2B
AMZ-2024-01230,2024-08-11,2024-08-14,Toys,LEGO Set,5,1755.05,15,8775.25,1316.29,7458.96,2191.21,Tamil Nadu,Amazon Business,Credit Card,Shipped,Prime Member
AMZ-2024-01231,2024-05-27,2024-06-01,Sports,Cycling Gloves,1,3122.64,0,3122.64,0.0,3122.64,569.53,Rajasthan,Amazon Business,Debit Card,Delivered,B2C
AMZ-2024-01232,2024-06-02,2024-06-04,Clothing,Women's Kurti,4,1487.32,10,5949.28,594.93,5354.35,1792.43,Haryana,Amazon Business,Debit Card,Delivered,Prime Member
AMZ-2024-01233,2024-12-02,2024-12-07,Grocery,Quinoa Pack,4,590.43,15,2361.72,354.26,2007.46,229.76,Haryana,Amazon Global,UPI,Delivered,Prime Member
AMZ-2024-01234,2024-05-18,2024-05-22,Electronics,Webcam HD,1,4942.52,20,4942.52,988.5,3954.02,1356.69,Maharashtra,Amazon Global,Cash on Delivery,Delivered,Prime Member
AMZ-2024-01235,2024-03-02,2024-03-03,Grocery,Quinoa Pack,3,925.5,5,2776.5,138.82,2637.68,396.53,Haryana,Amazon.in,Cash on Delivery,Delivered,B2B
AMZ-2024-01236,2024-09-24,2024-09-28,Clothing,Sports Shorts,4,467.23,15,1868.92,280.34,1588.58,423.16,Rajasthan,Amazon Global,Debit Card,Delivered,B2B
AMZ-2024-01237,2024-12-15,2024-12-16,Clothing,Women's Kurti,3,765.82,30,2297.46,689.24,1608.22,214.21,Rajasthan,Amazon.in,Net Banking,Delivered,B2B
AMZ-2024-01238,2024-04-13,2024-04-15,Sports,Dumbbells Set,1,2774.0,5,2774.0,138.7,2635.3,791.69,Telangana,Amazon Prime,Cash on Delivery,Delivered,B2C
AMZ-2024-01239,2024-04-18,2024-04-23,Books,Business Analytics,4,774.0,10,3096.0,309.6,2786.4,385.83,Punjab,Amazon Prime,UPI,Delivered,B2C
AMZ-2024-01240,2024-08-09,2024-08-10,Beauty,Face Serum,5,1157.06,0,5785.3,0.0,5785.3,1423.01,Haryana,Amazon Prime,Cash on Delivery,Delivered,Prime Member
AMZ-2024-01241,2024-06-30,2024-07-04,Grocery,Mixed Nuts,3,385.0,0,1155.0,0.0,1155.0,249.49,Andhra Pradesh,Amazon Prime,Debit Card,Delivered,Prime Member
AMZ-2024-01242,2024-11-11,2024-11-14,Beauty,Makeup Kit,2,889.48,0,1778.96,0.0,1778.96,252.87,Gujarat,Amazon Business,EMI,Delivered,B2C
AMZ-2024-01243,2024-10-15,2024-10-19,Clothing,Formal Trousers,5,1595.6,0,7978.0,0.0,7978.0,1251.26,Punjab,Amazon Prime,Net Banking,Cancelled,Prime Member
AMZ-2024-01244,2024-04-13,2024-04-14,Toys,Puzzle 1000pc,3,887.07,20,2661.21,532.24,2128.97,596.98,Telangana,Amazon Business,Cash on Delivery,Returned,Prime Member
AMZ-2024-01245,2024-11-14,2024-11-17,Toys,Action Figure,3,367.48,25,1102.44,275.61,826.83,196.09,Karnataka,Amazon Prime,Net Banking,Delivered,B2B
AMZ-2024-01246,2024-09-28,2024-09-29,Books,Data Science Handbook,4,705.05,0,2820.2,0.0,2820.2,974.19,Uttar Pradesh,Amazon Business,Debit Card,Delivered,B2B
AMZ-2024-01247,2024-03-01,2024-03-05,Beauty,Hair Dryer,5,355.23,5,1776.15,88.81,1687.34,444.51,Kerala,Amazon.in,Credit Card,Delivered,B2C
AMZ-2024-01248,2024-10-09,2024-10-12,Grocery,Quinoa Pack,1,663.92,15,663.92,99.59,564.33,64.28,Andhra Pradesh,Amazon Prime,Net Banking,Returned,Prime Member
AMZ-2024-01249,2024-04-17,2024-04-21,Sports,Yoga Mat,4,3463.82,0,13855.28,0.0,13855.28,4305.5,Telangana,Amazon.in,Debit Card,Delivered,B2B
AMZ-2024-01250,2024-09-19,2024-09-23,Grocery,Quinoa Pack,1,593.94,20,593.94,118.79,475.15,78.82,West Bengal,Amazon Business,Cash on Delivery,Delivered,B2C
